date,city, pm25, pm10, o3, no2, so2, co
2015/11/22,los angeles, , 25, 32, 25, , 6
2015/11/23,los angeles, , 31, 21, 35, , 7
2015/11/24,los angeles, , 36, 27, 26, , 8
2015/11/25,los angeles, , 21, 29, 16, , 4
2015/11/26,los angeles, , 22, 28, 16, , 4
2015/11/27,los angeles, , 18, 27, 14, , 3
2015/11/28,los angeles, , 21, 27, 21, , 5
2015/11/29,los angeles, , 22, 30, 20, , 5
2015/11/30,los angeles, , 28, 23, 29, , 6
2015/12/1,los angeles, , 37, 20, 35, , 8
2015/12/2,los angeles, , 28, 21, 34, , 6
2015/12/3,los angeles, , 36, 11, 36, , 7
2015/12/4,los angeles, , 44, 9, 36, , 9
2015/12/5,los angeles, , 29, 26, 25, , 5
2015/12/6,los angeles, , 26, 26, 25, , 6
2015/12/7,los angeles, , 34, 14, 37, , 8
2015/12/8,los angeles, , 44, 12, 43, , 11
2015/12/9,los angeles, , 59, 6, 54, , 15
2015/12/10,los angeles, , 56, 26, 29, , 10
2015/12/11,los angeles, , 20, 32, 10, , 3
2015/12/12,los angeles, , 15, 27, 11, , 3
2015/12/13,los angeles, , 20, 28, 17, , 4
2015/12/14,los angeles, , 11, 30, 4, , 2
2015/12/15,los angeles, , 21, 21, 25, , 6
2015/12/16,los angeles, , 28, 17, 30, , 8
2015/12/17,los angeles, , 32, 16, 32, , 8
2015/12/18,los angeles, , 32, 17, 32, , 8
2015/12/19,los angeles, , 32, 23, 24, , 8
2015/12/20,los angeles, , 18, 25, 16, , 4
2015/12/21,los angeles, , 29, 15, 25, , 5
2015/12/22,los angeles, , 18, 5, 11, , 5
2015/12/23,los angeles, , 23, 18, 4, , 5
2015/12/24,los angeles, , 20, 22, 3, , 4
2015/12/25,los angeles, , 13, 31, 2, , 4
2015/12/26,los angeles, , 19, 26, 6, , 5
2015/12/27,los angeles, , 27, 27, 4, , 6
2015/12/28,los angeles, , 26, 23, 3, , 5
2015/12/29,los angeles, , 25, 19, 6, , 8
2015/12/30,los angeles, , 37, 18, 8, , 7
2015/12/31,los angeles, , 34, 29, 8, , 7
2016/1/3,los angeles, , 31, 29, 18, , 8
2015/7/31,los angeles, , 43, 36, 5, , 3
2015/5/12,los angeles, , 33, 41, , , 3
2015/6/16,los angeles, , 47, 46, 4, , 5
2015/1/1,los angeles, , 39, 5, 6, , 9
2015/3/31,los angeles, , 45, 39, 5, , 6
2014/12/5,los angeles, , 38, 4, 6, , 8
2014/7/25,los angeles, , 45, 5, 3, , 4
2014/1/1,los angeles, , 68, 4, 9, , 17
2014/2/10,los angeles, , 877, 1, 4, , 6
2014/2/11,los angeles, , 255, 1, 6, , 9
2024/4/7,los angeles, , , 35, 12, , 3
2024/4/8,los angeles, , , 35, 16, , 4
2023/4/20,los angeles, , , 53, 20, , 4
2021/4/12,los angeles, , , 43, 7, 1, 2
2020/4/5,los angeles, , , 21, 2, , 1
2020/4/6,los angeles, , , 27, 5, , 1
2019/9/21,los angeles, , , 52, 17, 1, 4
2019/9/22,los angeles, , , 49, 18, 1, 5
2019/9/23,los angeles, , , 36, 16, 1, 4
2019/9/24,los angeles, , , 32, 20, 1, 6
2017/6/17,los angeles, , , 60, 14, , 2
2017/6/18,los angeles, , , 47, 16, 1, 3
2017/6/19,los angeles, , , 36, 16, , 4
2017/6/20,los angeles, , , 42, 15, 1, 4
2017/6/21,los angeles, , , 37, 14, 1, 3
2017/1/30,los angeles, , , 27, 31, , 7
2017/1/31,los angeles, , , 17, 32, , 9
2016/1/2,los angeles, , , 22, 25, , 6
2015/7/26,los angeles, , , 30, 3, , 3
2015/7/27,los angeles, , , 31, 4, , 2
2015/7/28,los angeles, , , 38, 6, , 3
2015/7/29,los angeles, , , 41, 2, , 4
2015/7/30,los angeles, , , 37, 2, , 4
2015/6/14,los angeles, , , 42, 1, , 4
2015/6/15,los angeles, , , 42, 2, , 4
2015/3/29,los angeles, , , 46, 2, , 4
2015/3/30,los angeles, , , 47, 5, , 5
2014/7/20,los angeles, , , 6, , , 3
2014/7/21,los angeles, , , 4, 1, , 4
2014/7/22,los angeles, , , 3, 2, , 4
2014/7/23,los angeles, , , 2, 4, , 5
2014/7/24,los angeles, , , 4, 4, , 6
2025/3/2,paris, 69, 24, 24, 17, , 
2025/3/3,paris, 67, 36, 20, 28, , 
2025/3/4,paris, 78, 52, 13, 35, , 
2025/3/5,paris, 99, 61, 27, 42, , 
2025/3/6,paris, 120, 51, 38, 38, , 
2025/3/7,paris, 87, 41, 31, 36, , 
2025/3/8,paris, 61, 30, 35, 28, , 
2025/3/9,paris, 58, 29, 34, 27, , 
2025/3/10,paris, 60, 33, 29, 34, , 
2025/3/11,paris, 58, 49, 27, 27, , 
2025/3/12,paris, 103, 22, 24, 21, , 
2025/3/13,paris, 43, 23, 26, 16, , 
2025/3/14,paris, 54, 29, 21, 20, , 
2025/3/15,paris, 65, , , , , 
2025/2/2,paris, 65, 35, 16, 27, , 
2025/2/3,paris, 79, 43, 4, 24, , 
2025/2/4,paris, 91, 29, 9, 21, , 
2025/2/5,paris, 72, 32, 16, 23, , 
2025/2/6,paris, 68, 32, 17, 19, , 
2025/2/7,paris, 62, 32, 18, 19, , 
2025/2/8,paris, 65, 20, 18, 18, , 
2025/2/9,paris, 50, 17, 16, 20, , 
2025/2/10,paris, 50, 20, 11, 20, , 
2025/2/11,paris, 60, 34, 14, 22, , 
2025/2/12,paris, 70, 39, 11, 27, , 
2025/2/13,paris, 79, 33, 13, 21, , 
2025/2/14,paris, 79, 51, 22, 26, , 
2025/2/15,paris, 117, 37, 17, 24, , 
2025/2/16,paris, 85, 38, 18, 22, , 
2025/2/17,paris, 90, 44, 14, 24, , 
2025/2/18,paris, 91, 41, 17, 23, , 
2025/2/19,paris, 83, 53, 12, 25, , 
2025/2/20,paris, 103, 37, 12, 29, , 
2025/2/21,paris, 72, 41, 17, 29, , 
2025/2/22,paris, 68, 22, 30, 23, , 
2025/2/23,paris, 53, 30, 28, 24, , 
2025/2/24,paris, 61, 23, 23, 21, , 
2025/2/25,paris, 39, 19, 26, 18, , 
2025/2/26,paris, 42, 19, 27, 16, , 
2025/2/27,paris, 42, 16, 25, 13, , 
2025/2/28,paris, 39, 23, 24, 19, , 
2025/3/1,paris, 55, 27, 23, 19, , 
2025/1/2,paris, 42, 13, 24, 18, , 
2025/1/3,paris, 44, 29, 15, 27, , 
2025/1/4,paris, 67, 34, 17, 24, , 
2025/1/5,paris, 82, 15, 23, 13, , 
2025/1/6,paris, 40, 16, 26, 13, , 
2025/1/7,paris, 35, 18, 26, 15, , 
2025/1/8,paris, 37, 18, 27, 23, , 
2025/1/9,paris, 43, 21, 26, 17, , 
2025/1/10,paris, 39, 31, 15, 27, , 
2025/1/11,paris, 64, 28, 15, 18, , 
2025/1/12,paris, 71, 28, 14, 19, , 
2025/1/13,paris, 69, 34, 18, 27, , 
2025/1/14,paris, 64, 53, 5, 38, , 
2025/1/15,paris, 106, 49, , 29, , 
2025/1/16,paris, 116, 32, 16, 23, , 
2025/1/17,paris, 67, 40, 7, 22, , 
2025/1/18,paris, 87, 33, 10, 18, , 
2025/1/19,paris, 75, 44, 9, 23, , 
2025/1/20,paris, 105, 46, 2, 22, , 
2025/1/21,paris, 105, 53, 1, 22, , 
2025/1/22,paris, 121, 36, 8, 27, , 
2025/1/23,paris, 79, 23, 23, 17, , 
2025/1/24,paris, 51, 16, 26, 16, , 
2025/1/25,paris, 28, 12, 27, 21, , 
2025/1/26,paris, 37, 10, 27, 17, , 
2025/1/27,paris, 30, 14, 32, 15, , 
2025/1/28,paris, 25, 18, 30, 16, , 
2025/1/29,paris, 38, 19, 26, 20, , 
2025/1/30,paris, 44, 17, 20, 22, , 
2025/1/31,paris, 44, 27, 25, 29, , 
2025/2/1,paris, 54, 29, 16, 28, , 
2024/10/2,paris, 43, 15, 19, 16, , 
2024/10/3,paris, 40, 20, 22, 19, , 
2024/10/4,paris, 53, 22, 20, 25, , 
2024/10/5,paris, 53, 21, 25, 25, , 
2024/10/6,paris, 49, 13, 14, 16, , 
2024/10/7,paris, 39, 20, 17, 22, , 
2024/10/8,paris, 40, 21, 25, 28, , 
2024/10/9,paris, 45, 12, 26, 22, , 
2024/10/10,paris, 35, 12, 19, 15, , 
2024/10/11,paris, 29, 22, 19, 32, , 
2024/10/12,paris, 53, 21, 10, 23, , 
2024/10/13,paris, 46, 18, 22, 21, , 
2024/10/14,paris, 42, 22, 12, 22, , 
2024/10/15,paris, 47, 24, 10, 20, , 
2024/10/16,paris, 70, 21, 23, 24, , 
2024/10/17,paris, 37, 11, 21, 22, , 
2024/10/18,paris, 26, 15, 21, 16, , 
2024/10/19,paris, 29, 21, 19, 22, , 
2024/10/20,paris, 47, 17, 21, 20, , 
2024/10/21,paris, 40, 23, 19, 17, , 
2024/10/22,paris, 42, 18, 20, 17, , 
2024/10/23,paris, 37, 28, 19, 27, , 
2024/10/24,paris, 53, 24, 10, 22, , 
2024/10/25,paris, 52, 25, 16, 22, , 
2024/10/26,paris, 57, 28, 11, 21, , 
2024/10/27,paris, 69, 21, 9, 17, , 
2024/10/28,paris, 62, 25, 11, 21, , 
2024/10/29,paris, 67, 20, 14, 21, , 
2024/10/30,paris, 50, 22, 14, 21, , 
2024/10/31,paris, 47, 21, 15, 18, , 
2024/11/1,paris, 51, 24, 8, 17, , 
2024/11/2,paris, 59, 20, 13, 16, , 
2024/11/3,paris, 53, 19, 13, 14, , 
2024/11/4,paris, 59, 31, 3, 19, , 
2024/11/5,paris, 74, 34, , 15, , 
2024/11/6,paris, 72, 30, 7, 18, , 
2024/11/7,paris, 65, 28, 7, 19, , 
2024/11/8,paris, 58, 17, 7, 18, , 
2024/11/9,paris, 52, 30, 5, 18, , 
2024/11/10,paris, 71, 22, 10, 15, , 
2024/11/11,paris, 61, 26, 13, 16, , 
2024/11/12,paris, 64, 19, 16, 16, , 
2024/11/13,paris, 39, 30, 9, 19, , 
2024/11/14,paris, 65, 35, 7, 22, , 
2024/11/15,paris, 74, 26, 20, 28, , 
2024/11/16,paris, 56, 27, 18, 23, , 
2024/11/17,paris, 62, 22, 13, 16, , 
2024/11/18,paris, 62, 16, 21, 18, , 
2024/11/19,paris, 40, 10, 24, 15, , 
2024/11/20,paris, 23, 14, 23, 16, , 
2024/11/21,paris, 34, 18, 17, 24, , 
2024/11/22,paris, 53, 16, 23, 21, , 
2024/11/23,paris, 50, 23, 21, 22, , 
2024/11/24,paris, 50, 21, 24, 16, , 
2024/11/25,paris, 34, 20, 23, 23, , 
2024/11/26,paris, 41, 25, 20, 24, , 
2024/11/27,paris, 55, 16, 18, 16, , 
2024/11/28,paris, 41, 21, 20, 26, , 
2024/11/29,paris, 47, 27, 12, 29, , 
2024/11/30,paris, 61, 30, 5, 20, , 
2024/12/1,paris, 71, 26, 2, 14, , 
2024/12/2,paris, 68, 21, 22, 18, , 
2024/12/3,paris, 40, 25, 18, 21, , 
2024/12/4,paris, 47, 34, 13, 23, , 
2024/12/5,paris, 65, 16, 16, 18, , 
2024/12/6,paris, 41, 28, 27, 19, , 
2024/12/7,paris, 46, 19, 28, 11, , 
2024/12/8,paris, 37, 12, 22, 11, , 
2024/12/9,paris, 34, 20, 13, 9, , 
2024/12/10,paris, 51, 16, 9, 14, , 
2024/12/11,paris, 49, 22, 11, 18, , 
2024/12/12,paris, 58, 25, 14, 29, , 
2024/12/13,paris, 62, 33, 10, 29, , 
2024/12/14,paris, 76, 32, 11, 25, , 
2024/12/15,paris, 79, 20, 15, 23, , 
2024/12/16,paris, 56, 13, 20, 17, , 
2024/12/17,paris, 31, 20, 21, 21, , 
2024/12/18,paris, 42, 26, 21, 18, , 
2024/12/19,paris, 49, 15, 25, 15, , 
2024/12/20,paris, 36, 22, 19, 20, , 
2024/12/21,paris, 47, 18, 23, 14, , 
2024/12/22,paris, 37, 16, 29, 11, , 
2024/12/23,paris, 34, 29, 25, 13, , 
2024/12/24,paris, 53, 19, 21, 24, , 
2024/12/25,paris, 42, 22, 14, 19, , 
2024/12/26,paris, 69, 21, 12, 18, , 
2024/12/27,paris, 53, 35, 2, 25, , 
2024/12/28,paris, 83, 23, 5, 14, , 
2024/12/29,paris, 68, 29, 9, 17, , 
2024/12/30,paris, 74, , , , , 
2024/7/2,paris, 40, 21, 25, 10, , 
2024/7/3,paris, 44, 25, 28, 12, , 
2024/7/4,paris, 42, 20, 30, 10, , 
2024/7/5,paris, 32, 31, 28, 21, , 
2024/7/6,paris, 46, 22, 28, 15, , 
2024/7/7,paris, 36, 18, 27, 14, , 
2024/7/8,paris, 31, 33, 28, 28, , 
2024/7/9,paris, 52, 33, 28, 23, , 
2024/7/10,paris, 54, 18, 26, 13, , 
2024/7/11,paris, 36, 24, 29, 18, , 
2024/7/12,paris, 41, 14, 25, 12, , 
2024/7/13,paris, 43, 18, 31, 25, , 
2024/7/14,paris, 53, 23, 33, 24, , 
2024/7/15,paris, 70, 27, 32, 22, , 
2024/7/16,paris, 57, 20, 27, 12, , 
2024/7/17,paris, 37, 26, 42, 28, , 
2024/7/18,paris, 46, 31, 41, 35, , 
2024/7/19,paris, 59, 40, 51, 37, , 
2024/7/20,paris, 63, 26, 42, 17, , 
2024/7/21,paris, 50, 16, 30, 11, , 
2024/7/22,paris, 44, 18, 27, 10, , 
2024/7/23,paris, 38, 17, 23, 10, , 
2024/7/24,paris, 38, 24, 34, 22, , 
2024/7/25,paris, 50, 29, 38, 24, , 
2024/7/26,paris, 54, 20, 18, 15, , 
2024/7/27,paris, 49, 20, 15, 18, , 
2024/7/28,paris, 50, 19, 32, 19, , 
2024/7/29,paris, 44, 24, 39, 25, , 
2024/7/30,paris, 54, 44, 72, 36, , 
2024/7/31,paris, 82, 37, 40, 30, , 
2024/8/1,paris, 74, 32, 37, 25, , 
2024/8/2,paris, 62, 28, 41, 13, , 
2024/8/3,paris, 58, 16, 26, 9, , 
2024/8/4,paris, 37, 23, 33, 7, , 
2024/8/5,paris, 44, 29, 44, 24, , 
2024/8/6,paris, 72, 25, 32, 21, , 
2024/8/7,paris, 56, 15, 33, 7, , 
2024/8/8,paris, 32, 25, 38, 21, , 
2024/8/9,paris, 48, 18, 26, 13, , 
2024/8/10,paris, 32, 21, 41, 20, , 
2024/8/11,paris, 51, 19, 34, 19, , 
2024/8/12,paris, 54, 26, 49, 28, , 
2024/8/13,paris, 61, 22, 29, 14, , 
2024/8/14,paris, 52, 20, 30, 21, , 
2024/8/15,paris, 52, 12, 31, 8, , 
2024/8/16,paris, 34, 20, 19, 11, , 
2024/8/17,paris, 29, 12, 21, 13, , 
2024/8/18,paris, 38, 12, 25, 5, , 
2024/8/19,paris, 35, 23, 35, 22, , 
2024/8/20,paris, 50, 21, 27, 15, , 
2024/8/21,paris, 50, 15, 27, 12, , 
2024/8/22,paris, 31, 21, 33, 22, , 
2024/8/23,paris, 43, 20, 24, 13, , 
2024/8/24,paris, 36, 19, 31, 14, , 
2024/8/25,paris, 44, 18, 30, 11, , 
2024/8/26,paris, 33, 22, 33, 20, , 
2024/8/27,paris, 53, 27, 41, 29, , 
2024/8/28,paris, 98, 33, 42, 32, , 
2024/8/29,paris, 78, 44, 29, 11, , 
2024/8/30,paris, 49, 61, 22, 17, , 
2024/8/31,paris, 50, 48, 26, 19, , 
2024/9/1,paris, 64, 41, 37, 23, , 
2024/9/2,paris, 59, 25, 33, 20, , 
2024/9/3,paris, 45, 17, 26, 18, , 
2024/9/4,paris, 33, 16, 31, 13, , 
2024/9/5,paris, 35, 13, 28, 15, , 
2024/9/6,paris, 41, 24, 31, 27, , 
2024/9/7,paris, 52, 21, 32, 24, , 
2024/9/8,paris, 45, 11, 32, 20, , 
2024/9/9,paris, 29, 13, 24, 11, , 
2024/9/10,paris, 30, 20, 24, 12, , 
2024/9/11,paris, 36, 17, 25, 11, , 
2024/9/12,paris, 31, 14, 23, 15, , 
2024/9/13,paris, 32, 12, 23, 11, , 
2024/9/14,paris, 33, 19, 31, 26, , 
2024/9/15,paris, 47, 20, 34, 24, , 
2024/9/16,paris, 53, 22, 29, 18, , 
2024/9/17,paris, 46, 24, 29, 18, , 
2024/9/18,paris, 49, 47, 32, 21, , 
2024/9/19,paris, 113, 44, 40, 26, , 
2024/9/20,paris, 97, 37, 34, 30, , 
2024/9/21,paris, 72, 25, 31, 29, , 
2024/9/22,paris, 58, 21, 26, 24, , 
2024/9/23,paris, 56, 22, 35, 28, , 
2024/9/24,paris, 53, 17, 27, 19, , 
2024/9/25,paris, 43, 17, 24, 28, , 
2024/9/26,paris, 53, 15, 26, 22, , 
2024/9/27,paris, 35, 15, 27, 15, , 
2024/9/28,paris, 35, 17, 24, 16, , 
2024/9/29,paris, 44, 21, 20, 24, , 
2024/9/30,paris, 60, 14, 24, 14, , 
2024/10/1,paris, 29, 17, 27, 16, , 
2024/4/2,paris, 31, 22, 33, 23, , 
2024/4/3,paris, 37, 19, 34, 22, , 
2024/4/4,paris, 30, 21, 32, 18, , 
2024/4/5,paris, 41, 25, 26, 31, , 
2024/4/6,paris, 53, 31, 34, 31, , 
2024/4/7,paris, 51, 19, 38, 21, , 
2024/4/8,paris, 41, 32, 35, 27, , 
2024/4/9,paris, 56, 24, 35, 17, , 
2024/4/10,paris, 31, 27, 37, 26, , 
2024/4/11,paris, 47, 40, 23, 27, , 
2024/4/12,paris, 51, 37, 33, 28, , 
2024/4/13,paris, 63, 32, 33, 27, , 
2024/4/14,paris, 56, 19, 31, 12, , 
2024/4/15,paris, 35, 37, 36, 11, , 
2024/4/16,paris, 31, 21, 32, 11, , 
2024/4/17,paris, 32, 19, 31, 13, , 
2024/4/18,paris, 26, 21, 33, 22, , 
2024/4/19,paris, 37, 28, 29, 18, , 
2024/4/20,paris, 44, 24, 31, 15, , 
2024/4/21,paris, 39, 20, 33, 16, , 
2024/4/22,paris, 34, 24, 32, 21, , 
2024/4/23,paris, 44, 24, 38, 19, , 
2024/4/24,paris, 46, 20, 32, 15, , 
2024/4/25,paris, 37, 31, 37, 27, , 
2024/4/26,paris, 52, 40, 34, 32, , 
2024/4/27,paris, 66, 18, 26, 26, , 
2024/4/28,paris, 50, 15, 36, 19, , 
2024/4/29,paris, 33, 24, 34, 29, , 
2024/4/30,paris, 42, 28, 32, 28, , 
2024/5/1,paris, 50, 27, 34, 17, , 
2024/5/2,paris, 60, 13, 28, 15, , 
2024/5/3,paris, 29, 20, 36, 21, , 
2024/5/4,paris, 32, 18, 32, 29, , 
2024/5/5,paris, 38, 19, 27, 25, , 
2024/5/6,paris, 38, 17, 37, 22, , 
2024/5/7,paris, 27, 31, 33, 22, , 
2024/5/8,paris, 52, 23, 28, 17, , 
2024/5/9,paris, 55, 32, 38, 25, , 
2024/5/10,paris, 68, 34, 45, 31, , 
2024/5/11,paris, 65, 33, 50, 33, , 
2024/5/12,paris, 60, 32, 41, 34, , 
2024/5/13,paris, 55, 35, 36, 26, , 
2024/5/14,paris, 54, 20, 24, 26, , 
2024/5/15,paris, 51, 18, 31, 25, , 
2024/5/16,paris, 42, 18, 32, 21, , 
2024/5/17,paris, 37, 23, 31, 31, , 
2024/5/18,paris, 48, 22, 32, 25, , 
2024/5/19,paris, 46, 16, 38, 9, , 
2024/5/20,paris, 52, 19, 41, 7, , 
2024/5/21,paris, 62, 18, 30, 18, , 
2024/5/22,paris, 50, 22, 37, 11, , 
2024/5/23,paris, 50, 21, 35, 24, , 
2024/5/24,paris, 41, 16, 30, 14, , 
2024/5/25,paris, 41, 21, 38, 23, , 
2024/5/26,paris, 46, 19, 31, 17, , 
2024/5/27,paris, 29, 17, 33, 15, , 
2024/5/28,paris, 22, 22, 26, 25, , 
2024/5/29,paris, 61, 16, 22, 20, , 
2024/5/30,paris, 30, 18, 30, 13, , 
2024/5/31,paris, 28, 13, 26, 11, , 
2024/6/1,paris, 36, 19, 25, 12, , 
2024/6/2,paris, 46, 24, 33, 13, , 
2024/6/3,paris, 48, 25, 34, 17, , 
2024/6/4,paris, 55, 31, 38, 24, , 
2024/6/5,paris, 56, 17, 33, 14, , 
2024/6/6,paris, 25, 30, 36, 20, , 
2024/6/7,paris, 60, 22, 44, 17, , 
2024/6/8,paris, 53, 21, 37, 14, , 
2024/6/9,paris, 48, 17, 35, 12, , 
2024/6/10,paris, 33, 20, 27, 10, , 
2024/6/11,paris, 35, 19, 30, 17, , 
2024/6/12,paris, 36, 21, 27, 19, , 
2024/6/13,paris, 45, 25, , 22, , 
2024/6/14,paris, 40, 24, 31, 19, , 
2024/6/15,paris, 35, 20, 28, 11, , 
2024/6/16,paris, 28, 14, 24, 13, , 
2024/6/17,paris, 31, 23, 25, 19, , 
2024/6/18,paris, 39, 20, 27, 16, , 
2024/6/19,paris, 35, 24, 27, 21, , 
2024/6/20,paris, 41, 29, 25, 24, , 
2024/6/21,paris, 54, 33, 39, 21, , 
2024/6/22,paris, 66, 17, 30, 13, , 
2024/6/23,paris, 33, 18, 37, 18, , 
2024/6/24,paris, 41, 24, 15, 21, , 
2024/6/25,paris, 43, , , , , 
2024/6/28,paris, 78, 23, , , , 
2024/6/29,paris, 43, 20, 23, 14, , 
2024/6/30,paris, 43, 25, 37, 9, , 
2024/7/1,paris, 46, 17, 27, 9, , 
2024/1/2,paris, 32, , , 13, , 
2024/1/3,paris, 21, 10, 32, 18, , 
2024/1/4,paris, 43, 20, 27, 15, , 
2024/1/5,paris, 46, 14, 29, 15, , 
2024/1/6,paris, 38, 13, 16, 15, , 
2024/1/7,paris, 42, 16, 19, 10, , 
2024/1/8,paris, 39, 18, 23, 13, , 
2024/1/9,paris, 53, 26, 10, 18, , 
2024/1/10,paris, 68, 44, 9, 26, , 
2024/1/11,paris, 81, 43, 7, 24, , 
2024/1/12,paris, 94, 34, 14, 27, , 
2024/1/13,paris, 73, 31, 13, 26, , 
2024/1/14,paris, 78, 37, 13, 24, , 
2024/1/15,paris, 87, 27, 18, 28, , 
2024/1/16,paris, 57, 58, 16, 36, , 
2024/1/17,paris, 109, 29, 16, 24, , 
2024/1/18,paris, 64, 65, 22, 25, , 
2024/1/19,paris, 69, 41, 15, 38, , 
2024/1/20,paris, 91, 35, 18, 32, , 
2024/1/21,paris, 72, 25, 22, 20, , 
2024/1/22,paris, 56, 20, 27, 14, , 
2024/1/23,paris, 40, 26, 24, 21, , 
2024/1/24,paris, 49, 31, 27, 22, , 
2024/1/25,paris, 40, 25, 22, 29, , 
2024/1/26,paris, 77, 25, 24, 25, , 
2024/1/27,paris, 45, 43, 18, 46, , 
2024/1/28,paris, 73, 35, 8, 36, , 
2024/1/29,paris, 75, 42, 13, 32, , 
2024/1/30,paris, 74, 31, 19, 27, , 
2024/1/31,paris, 57, 37, 20, 34, , 
2024/2/1,paris, 56, 26, 21, 22, , 
2024/2/2,paris, 45, 28, 18, 27, , 
2024/2/3,paris, 49, 19, 21, 21, , 
2024/2/4,paris, 36, 16, 23, 15, , 
2024/2/5,paris, 29, 35, 23, 16, , 
2024/2/6,paris, 62, 28, 21, 15, , 
2024/2/7,paris, 59, 19, 25, 16, , 
2024/2/8,paris, 46, 29, 22, 20, , 
2024/2/9,paris, 51, 13, 23, 22, , 
2024/2/10,paris, 31, 18, 21, 30, , 
2024/2/11,paris, 43, 17, 22, 16, , 
2024/2/12,paris, 43, 27, 21, 29, , 
2024/2/13,paris, 63, 32, 23, 33, , 
2024/2/14,paris, 60, 28, 19, 24, , 
2024/2/15,paris, 51, 39, 14, 32, , 
2024/2/16,paris, 62, 24, 28, 17, , 
2024/2/17,paris, 45, 26, 30, 24, , 
2024/2/18,paris, 47, 20, 21, 21, , 
2024/2/19,paris, 45, 22, 23, 14, , 
2024/2/20,paris, 35, 31, 20, 21, , 
2024/2/21,paris, 55, 25, 22, 24, , 
2024/2/22,paris, 49, 14, 32, 16, , 
2024/2/23,paris, 24, 18, 28, 21, , 
2024/2/24,paris, 24, 14, 27, 23, , 
2024/2/25,paris, 33, 11, 24, 23, , 
2024/2/26,paris, 31, 14, 19, 27, , 
2024/2/27,paris, 36, 28, 21, 18, , 
2024/2/28,paris, 58, 32, 24, 31, , 
2024/2/29,paris, 52, 18, 29, 27, , 
2024/3/1,paris, 34, 17, 30, 24, , 
2024/3/2,paris, 31, 13, 27, 19, , 
2024/3/3,paris, 31, 18, 22, 18, , 
2024/3/4,paris, 51, 27, 32, 42, , 
2024/3/5,paris, 50, 23, 28, 32, , 
2024/3/6,paris, 33, 23, 18, 28, , 
2024/3/7,paris, 50, 34, 23, 31, , 
2024/3/8,paris, 62, 34, 28, 27, , 
2024/3/9,paris, 64, 19, 25, 29, , 
2024/3/10,paris, 42, 13, 25, 26, , 
2024/3/11,paris, 37, 23, 23, 23, , 
2024/3/12,paris, 51, 14, 19, 19, , 
2024/3/13,paris, 49, 23, 20, 21, , 
2024/3/14,paris, 38, 32, 25, 26, , 
2024/3/15,paris, 46, 20, 29, 18, , 
2024/3/16,paris, 33, 17, 29, 16, , 
2024/3/17,paris, 31, 22, 17, 28, , 
2024/3/18,paris, 57, 22, 27, 19, , 
2024/3/19,paris, 44, 35, 29, 29, , 
2024/3/20,paris, 62, 44, 29, 36, , 
2024/3/21,paris, 69, 38, 28, 25, , 
2024/3/22,paris, 68, 39, 26, 23, , 
2024/3/23,paris, 70, 16, 31, 10, , 
2024/3/24,paris, 28, 16, 30, 9, , 
2024/3/25,paris, 32, 31, 30, 30, , 
2024/3/26,paris, 48, 21, 29, 29, , 
2024/3/27,paris, 45, 19, 31, 25, , 
2024/3/28,paris, 33, 22, 34, 20, , 
2024/3/29,paris, 28, 20, 34, 27, , 
2024/3/30,paris, 33, 15, 31, 28, , 
2024/3/31,paris, 37, 19, 29, 28, , 
2024/4/1,paris, 43, 13, 34, 19, , 
2023/10/2,paris, 75, 48, 34, 37, , 
2023/10/3,paris, 82, 25, 30, 16, , 
2023/10/4,paris, 49, 30, 25, 25, , 
2023/10/5,paris, 47, 42, 25, 34, , 
2023/10/6,paris, 66, 44, 33, 37, , 
2023/10/7,paris, 72, 42, 36, 39, , 
2023/10/8,paris, 76, 48, 26, 45, , 
2023/10/9,paris, 86, 52, 29, 41, , 
2023/10/10,paris, 91, 55, 37, 39, , 
2023/10/11,paris, 82, 50, 35, 25, , 
2023/10/12,paris, 74, 38, 24, 22, , 
2023/10/13,paris, 69, 49, 30, 23, , 
2023/10/14,paris, 68, 19, 24, 12, , 
2023/10/15,paris, 39, 18, 25, 18, , 
2023/10/16,paris, 40, 27, 21, 23, , 
2023/10/17,paris, 51, 31, 16, 23, , 
2023/10/18,paris, 53, 30, 22, 22, , 
2023/10/19,paris, 54, 26, 23, 26, , 
2023/10/20,paris, 46, 143, 25, 27, , 
2023/10/21,paris, 45, 36, 29, 16, , 
2023/10/22,paris, 40, 24, 26, 20, , 
2023/10/23,paris, 52, 25, 18, 25, , 
2023/10/24,paris, 58, 24, 26, 24, , 
2023/10/25,paris, 46, 16, 22, 21, , 
2023/10/26,paris, 42, 27, 21, 25, , 
2023/10/27,paris, 53, 18, 25, 23, , 
2023/10/28,paris, 45, 18, 26, 20, , 
2023/10/29,paris, 48, 21, 28, 19, , 
2023/10/30,paris, 39, 21, 19, 28, , 
2023/10/31,paris, 50, 25, 21, 24, , 
2023/11/1,paris, 51, 19, 23, 19, , 
2023/11/2,paris, 43, 21, 30, 13, , 
2023/11/3,paris, 35, 19, 22, 25, , 
2023/11/4,paris, 44, 19, 29, 20, , 
2023/11/5,paris, 40, 14, 30, 15, , 
2023/11/6,paris, 38, 20, 27, 20, , 
2023/11/7,paris, 42, 22, 25, 22, , 
2023/11/8,paris, 42, 16, 23, 23, , 
2023/11/9,paris, 44, 14, 24, 21, , 
2023/11/10,paris, 43, 20, 23, 20, , 
2023/11/11,paris, 43, 23, 19, 25, , 
